"Activities" "ID" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
"SITTING" 14 0.27659813 -0.014730308 -0.10562341 0.95854232 0.01622332 0.15257647 0.075034631 0.014577863 -0.0021415596 -0.027447243 -0.071708229 0.085430967 -0.097862742 -0.041721047 -0.052659392 -0.99120565 -0.99120565 -0.9936455 -0.98904969 -0.99411351 -0.99619776 -0.99284809 -0.98140351 0.098406361 0.24960616 -0.0075058968 -0.99504476 -0.99367995 -0.98564115 0.33832969 0.09201851 0.054410542 -0.98956937 -0.9894969 -0.99015916 -0.18305765 -0.38511742 -0.094940648 -0.9897213 0.37848999 -0.99084938 0.17338049 -0.98958683 -0.08070349 -0.99520725 0.3573705 -0.99730944 -0.99501859 -0.9771806 -0.9983212 -0.99748514 -0.99113913 -0.99524752 -0.99419523 -0.98845168 -0.99164213 -0.98590132 -0.99029972 -0.99152512 -0.99410798 -0.99441025 -0.99110812 -0.99110812 -0.99139083 -0.98724178 -0.99548189 -0.99790225 -0.99557975 -0.97550535 -0.99593307 -0.99535703 -0.99001563 -0.99223434 -0.98394372 -0.99109735 -0.9926014 -0.9908391 -0.98755638 -0.99575302
"SITTING" 15 0.28685267 -0.022969097 -0.092802664 0.89191824 0.26657024 0.11902743 0.080520019 -0.069251511 0.021348149 -0.11806149 -0.10744754 -0.30043091 -0.079962133 -0.029388905 0.046771473 -0.90892448 -0.90892448 -0.98465831 -0.80077338 -0.98816239 -0.96080506 -0.85187128 -0.97548538 -0.75672816 -0.33401647 0.27977943 -0.97480714 -0.96654613 -0.97481982 -0.022468461 0.048540433 0.86946466 -0.96625285 -0.96486212 -0.85706716 -0.20929711 0.6580476 0.10236809 -0.8880899 -0.38842168 -0.96574947 -0.49539224 -0.89766915 -0.18491012 -0.96199531 -0.19343275 -0.94669896 -0.77871275 -0.97069679 -0.88303256 -0.81633406 -0.95390454 -0.97834301 -0.96904778 -0.98226926 -0.96368395 -0.97288569 -0.8553544 -0.99273629 -0.97095547 -0.98909135 -0.85966619 -0.85966619 -0.96388232 -0.85340079 -0.96302448 -0.94163555 -0.76053536 -0.96922763 -0.98545189 -0.9748909 -0.99028865 -0.9633744 -0.97943887 -0.86781443 -0.86623896 -0.9599635 -0.85166724 -0.96659947
"SITTING" 16 0.28023702 -0.018957679 -0.10726972 0.81855579 0.33566362 0.24606087 0.076249904 0.0081566377 -0.0037273147 -0.026864866 -0.07515282 0.078665444 -0.10085122 -0.039624973 -0.055625602 -0.99640177 -0.99640177 -0.99423969 -0.99718972 -0.99888315 -0.99642971 -0.99168287 -0.99033041 -0.03433853 0.39176774 0.24135655 -0.99575759 -0.99013832 -0.9901715 0.18859936 0.16095092 0.14818994 -0.99755455 -0.99742638 -0.99686875 0.38764425 -0.21356513 0.40559994 -0.99421756 0.46313866 -0.99342679 0.15471235 -0.99818233 0.1533393 -0.99888569 0.56251106 -0.99707669 -0.99384898 -0.98966128 -0.99828041 -0.9944139 -0.9925689 -0.99615675 -0.98998837 -0.99179201 -0.99784189 -0.99671352 -0.99775832 -0.99797509 -0.99867443 -0.9968299 -0.99446982 -0.99446982 -0.99368981 -0.99782814 -0.9991141 -0.9973559 -0.9944671 -0.98911932 -0.997045 -0.99049149 -0.99196371 -0.99787195 -0.99619883 -0.99834886 -0.99459703 -0.9925796 -0.99775431 -0.99929049
"SITTING" 17 0.27641506 -0.018406585 -0.10813559 0.95798158 -0.0097463572 0.16625549 0.073205827 0.014860514 -0.019171984 -0.019149922 -0.066276083 0.12167723 -0.099643028 -0.043152091 -0.052118395 -0.9928984 -0.9928984 -0.99414803 -0.98357409 -0.99712597 -0.9965147 -0.98472546 -0.98937831 -0.053582957 -0.12014741 0.33793355 -0.99617488 -0.98913543 -0.99227838 0.28783435 -0.028232748 0.029260263 -0.99647817 -0.9945446 -0.99399699 0.23916086 -0.1747955 0.26578505 -0.99447525 0.24254349 -0.99338815 0.52189617 -0.99631606 0.10266567 -0.99832632 0.27069876 -0.99700631 -0.98246693 -0.98922929 -0.99884052 -0.98856976 -0.99678362 -0.99560639 -0.98853478 -0.9932482 -0.99746032 -0.99406341 -0.99457013 -0.99736805 -0.99681291 -0.99500669 -0.99440427 -0.99440427 -0.9945403 -0.99592526 -0.99845374 -0.99718942 -0.98128948 -0.98907196 -0.99528238 -0.98854738 -0.99267497 -0.99775286 -0.99370524 -0.9951974 -0.99429748 -0.9949609 -0.99615244 -0.99839779
"SITTING" 18 0.28559945 -0.036405138 -0.12465317 0.9569622 0.10515442 0.054766326 0.079200906 0.0011817393 -0.0021557339 -0.027706407 -0.081990574 0.093899932 -0.093613439 -0.046372199 -0.050366311 -0.96245376 -0.96245376 -0.98025062 -0.96356286 -0.97817376 -0.98763753 -0.95745886 -0.96426926 0.00030124593 -0.081536677 -0.25714877 -0.98515748 -0.96975249 -0.97784993 0.22878673 -0.032378981 -0.15519894 -0.96340673 -0.96674115 -0.95329524 -0.2179939 -0.40864437 -0.31203472 -0.96273735 -0.26777483 -0.97961721 0.083786301 -0.96102001 -0.15507158 -0.98003169 0.070839533 -0.99060232 -0.95232683 -0.94873389 -0.99353196 -0.96707696 -0.96527778 -0.98528835 -0.9710639 -0.9806766 -0.97318957 -0.96257174 -0.95338094 -0.97229149 -0.98116414 -0.97345035 -0.95324884 -0.95324884 -0.981187 -0.9559338 -0.98112632 -0.99206267 -0.95163614 -0.94357619 -0.98676971 -0.97497357 -0.98204015 -0.97629591 -0.96032395 -0.95749273 -0.95427379 -0.98220494 -0.95974665 -0.98372705
"SITTING" 19 0.27833697 -0.020052305 -0.1114646 0.84894251 0.34248382 0.13032589 0.076570582 0.002187606 -0.016859129 -0.025815209 -0.075216909 0.089994808 -0.096091312 -0.041248266 -0.055876155 -0.99454627 -0.99454627 -0.99310147 -0.99391163 -0.99647765 -0.99491282 -0.98766518 -0.99073488 0.010765728 0.21476434 0.68777798 -0.99413399 -0.99105651 -0.98953748 0.43851652 0.16951054 0.067844534 -0.99533212 -0.99519376 -0.98972803 0.34812073 -0.073388912 -0.090762225 -0.99474238 0.37644017 -0.99426383 0.26452061 -0.99544192 0.17187544 -0.99709535 0.41808954 -0.99579929 -0.98617354 -0.99348956 -0.99868924 -0.99266573 -0.99697238 -0.99424691 -0.99061068 -0.99143271 -0.99718291 -0.99523427 -0.98799695 -0.99577864 -0.9965286 -0.99362225 -0.99477217 -0.99477217 -0.99468476 -0.99539941 -0.99722398 -0.99617849 -0.98514043 -0.9952773 -0.99489573 -0.99067519 -0.99193205 -0.99785878 -0.9952077 -0.98832822 -0.99469874 -0.99401265 -0.99602645 -0.9971538
"SITTING" 20 0.27742101 -0.018769467 -0.10904721 0.95952145 0.071938191 0.10103297 0.074915236 0.0062285808 0.0019583843 -0.026315909 -0.067385003 0.078308457 -0.099740639 -0.047140054 -0.049320993 -0.99619375 -0.99619375 -0.99537883 -0.99285276 -0.99731717 -0.99827812 -0.99020971 -0.99261484 0.23532383 0.20688735 0.086505918 -0.99716392 -0.99122246 -0.99410222 0.52646328 -0.074881687 0.046865537 -0.99535756 -0.99221254 -0.99264936 -0.14972182 0.1166717 0.35839812 -0.99622936 0.40284797 -0.9972954 0.59198832 -0.99645605 0.092485788 -0.99781648 0.35947366 -0.9988127 -0.99163434 -0.99007739 -0.99920948 -0.9968385 -0.99452815 -0.99740058 -0.99116322 -0.99426146 -0.99512335 -0.99261507 -0.99427348 -0.99708762 -0.99705182 -0.99483976 -0.99662457 -0.99662457 -0.99779171 -0.99501283 -0.99796138 -0.9991043 -0.99188661 -0.98832225 -0.99794877 -0.99170503 -0.99278767 -0.99498992 -0.9928497 -0.99542966 -0.99664768 -0.99735123 -0.99461056 -0.9979285
"SITTING" 21 0.27875528 -0.019205584 -0.11407173 0.97087002 0.032686605 0.061847195 0.073703803 0.010790773 -0.0050885771 -0.027512036 -0.080364274 0.091773917 -0.097870555 -0.038003814 -0.057293379 -0.99574044 -0.99574044 -0.99503986 -0.99533607 -0.99784717 -0.99666697 -0.98714308 -0.99628899 0.040320037 0.24606294 0.086251704 -0.99562372 -0.98678807 -0.99674912 0.18300075 0.22731702 0.25302214 -0.99844826 -0.99390365 -0.99427272 0.47321388 -0.27084548 0.086082564 -0.99526369 0.32338527 -0.99731107 0.38760608 -0.99523287 -0.048222175 -0.99800782 0.42234144 -0.99751576 -0.9890175 -0.99370622 -0.9982151 -0.99679064 -0.99149006 -0.99551722 -0.98658069 -0.99773392 -0.99915073 -0.99224097 -0.99432595 -0.9980231 -0.99694934 -0.99636351 -0.99536051 -0.99536051 -0.99736305 -0.99297966 -0.99822863 -0.99794326 -0.98971245 -0.9916261 -0.99576846 -0.98725248 -0.99728551 -0.99943081 -0.99123155 -0.99474576 -0.99526817 -0.99595793 -0.99240494 -0.99833049
"SITTING" 22 0.2838033 -0.017779557 -0.10048667 0.96317325 -0.053411493 -0.13250993 0.069693703 0.035419839 0.0042361126 -0.10341163 0.072047315 0.031901975 -0.062671662 -0.076579479 -0.023748933 -0.97504568 -0.97504568 -0.99287098 -0.89328624 -0.99455168 -0.99288438 -0.96391009 -0.9856523 0.14999006 -0.11925228 -0.011661969 -0.9925428 -0.99031258 -0.99037704 0.22561795 -0.059299514 -0.088097404 -0.94252477 -0.9564341 -0.95619652 0.0075136459 -0.16037985 -0.090794487 -0.98434992 -0.16589322 -0.99395301 0.54917078 -0.9171926 -0.20274661 -0.99474469 0.38631878 -0.99501851 -0.94452526 -0.97423343 -0.98782097 -0.95976516 -0.98598802 -0.99256368 -0.99056444 -0.99224875 -0.94797559 -0.94132716 -0.94703616 -0.99490288 -0.99423102 -0.99249503 -0.97659285 -0.97659285 -0.99454051 -0.87455228 -0.99496965 -0.99616777 -0.9384915 -0.96924102 -0.99324555 -0.9915843 -0.99274516 -0.94982676 -0.93384529 -0.94888143 -0.97489461 -0.99388642 -0.87084464 -0.9952917
"SITTING" 23 0.27692421 -0.019853157 -0.10818051 0.96216866 -0.076406615 0.14655951 0.079405943 0.014508628 0.0042248842 -0.018870876 -0.10072776 0.084629847 -0.098972813 -0.036511927 -0.051770101 -0.9931089 -0.9931089 -0.99073273 -0.98499102 -0.99618003 -0.99396974 -0.98502175 -0.98676254 0.119437 0.30298647 0.26947326 -0.99241237 -0.98538902 -0.98645638 0.21652666 0.054262215 0.14867765 -0.99561298 -0.99032927 -0.99268823 0.14178377 -0.32266146 0.11091063 -0.99015325 0.36568474 -0.98845315 0.26754125 -0.99163737 -0.16178117 -0.99601847 0.40013448 -0.99557775 -0.98940787 -0.98442727 -0.99641364 -0.99459951 -0.98714704 -0.99217272 -0.98602676 -0.98820637 -0.99692823 -0.98688264 -0.99286258 -0.99589725 -0.99553744 -0.99381321 -0.99069856 -0.99069856 -0.98866682 -0.98748932 -0.9962887 -0.99640286 -0.99187421 -0.98325896 -0.99256136 -0.98791945 -0.98845122 -0.99733916 -0.98499974 -0.99345476 -0.99156679 -0.98735534 -0.98670431 -0.99661872
"SITTING" 24 0.26812833 0.0065512976 -0.10244291 0.96762489 0.080236367 0.033398284 0.074133749 0.00017908866 -0.020528368 -0.026466957 -0.07347632 0.066625394 -0.10105064 -0.054951728 -0.024329064 -0.96362451 -0.96362451 -0.99327391 -0.98485859 -0.99643713 -0.99246195 -0.97194325 -0.97591393 0.027976958 -0.4000598 -0.065978921 -0.99085949 -0.98906414 -0.98930214 0.28846658 -0.1253367 0.26614835 -0.99178619 -0.98134762 -0.96239242 0.14046625 -0.17081335 0.21612116 -0.97907968 -0.43659464 -0.98986445 0.1616692 -0.97378709 -0.14886237 -0.99497381 -0.26878269 -0.9944449 -0.95504085 -0.95783829 -0.99009213 -0.9450206 -0.96616087 -0.99087407 -0.99003736 -0.99227247 -0.99386274 -0.97964403 -0.96929508 -0.99322883 -0.99536349 -0.99521438 -0.95707541 -0.95707541 -0.99060436 -0.96730345 -0.99403848 -0.99545691 -0.94946926 -0.95106598 -0.99170087 -0.99217406 -0.99423815 -0.99448424 -0.97866375 -0.97469073 -0.9527558 -0.98993504 -0.96834554 -0.99278496
"SITTING" 25 0.27492944 -0.015178616 -0.10263377 0.91201591 0.17246025 0.22797846 0.074520644 0.0094483455 -0.0044896686 -0.02848234 -0.076255756 0.10528667 -0.096722067 -0.041167322 -0.064591627 -0.9895099 -0.9895099 -0.99113945 -0.98869865 -0.99473677 -0.99368976 -0.98494737 -0.98957896 0.18220708 0.16743614 -0.011832652 -0.99104029 -0.98529505 -0.99277441 0.33661367 0.14143517 0.1393465 -0.99397253 -0.9897022 -0.98772186 -0.015707252 -0.22753862 0.20015897 -0.99030498 0.28113059 -0.99275667 0.62601278 -0.99125912 0.14611099 -0.99483902 0.45386429 -0.99461647 -0.98758228 -0.98010938 -0.99536638 -0.99298137 -0.98100503 -0.98965252 -0.98540127 -0.99451242 -0.99556415 -0.98889556 -0.98839355 -0.99578428 -0.99335071 -0.99416326 -0.99155236 -0.99155236 -0.99401738 -0.99073303 -0.99545615 -0.99498591 -0.98885904 -0.97559054 -0.98896499 -0.98658163 -0.99491843 -0.9960401 -0.9883781 -0.98956504 -0.99287743 -0.99492087 -0.99175688 -0.99647109
"SITTING" 26 0.27424896 -0.019027372 -0.10245492 0.76409099 0.25879231 0.44371533 0.078795859 0.0209714 -0.0061523397 -0.027236267 -0.078073633 0.084893719 -0.099651978 -0.041281802 -0.062963114 -0.97542072 -0.97542072 -0.98518994 -0.97914259 -0.98851138 -0.9874312 -0.96238504 -0.98346659 -0.19473671 -0.10345274 0.16198403 -0.9873879 -0.97484827 -0.98625286 0.21508051 -0.17790897 -0.013167815 -0.98223784 -0.98366051 -0.97970674 -0.080787914 -0.26780639 -0.19777282 -0.98096265 0.051491309 -0.98194242 0.34582204 -0.98704477 0.022956657 -0.98933601 0.18853306 -0.98407861 -0.9502177 -0.98130502 -0.99222727 -0.97837157 -0.98462354 -0.98734816 -0.9729228 -0.9878874 -0.98720453 -0.97948523 -0.9731504 -0.98425142 -0.98889172 -0.98847981 -0.97862558 -0.97862558 -0.98335094 -0.98308879 -0.98943059 -0.98259225 -0.94658528 -0.98049973 -0.98842631 -0.97244285 -0.98799013 -0.98877801 -0.97722282 -0.97341177 -0.97939161 -0.98391565 -0.98309431 -0.98990301
"SITTING" 27 0.31281257 -0.039882655 -0.18719592 0.86798061 0.18284314 0.34334031 0.076191692 0.092219406 0.036545324 -0.031110624 -0.22282874 0.25478637 -0.10385436 -0.0071665189 -0.061760352 -0.89718856 -0.89718856 -0.97532811 -0.88645535 -0.98618967 -0.97703369 -0.87632914 -0.92981768 -0.53133638 0.13421009 -0.48943093 -0.98143337 -0.94590183 -0.98020109 -0.17017904 -0.37918953 -0.26578414 -0.98156745 -0.9465211 -0.94819521 -0.10532525 -0.33676399 -0.64278717 -0.91345745 -0.19221243 -0.96602011 -0.20949254 -0.94523349 -0.21371317 -0.98251056 -0.2812878 -0.97809132 -0.87665784 -0.86503706 -0.96529157 -0.90875081 -0.81751107 -0.98206383 -0.9446629 -0.98335231 -0.98492061 -0.93129058 -0.9281908 -0.98911115 -0.98198842 -0.98063943 -0.87020717 -0.87020717 -0.96209401 -0.92718637 -0.98031484 -0.97838367 -0.883616 -0.84584342 -0.98448321 -0.94706265 -0.98517568 -0.98591237 -0.92363172 -0.92891024 -0.86960593 -0.95560881 -0.92800841 -0.97849767
"SITTING" 28 0.27713114 0.0010448868 -0.1561242 0.9756486 -0.072561999 -0.04447535 0.085395626 0.038239964 0.036495013 -0.023042217 -0.080112475 0.094118555 -0.086662653 -0.005163082 -0.031794168 -0.93709661 -0.93709661 -0.96141113 -0.93553125 -0.96026139 -0.96657458 -0.93865391 -0.92913431 -0.12380637 -0.089801941 -0.18320394 -0.96405517 -0.96280021 -0.95813102 -0.32458675 -0.42700977 -0.48205754 -0.95183804 -0.9218395 -0.93869158 -0.24935065 -0.036119372 -0.038977629 -0.92816155 -0.28332073 -0.95877956 -0.069267564 -0.9298552 0.19097402 -0.95318038 0.28776429 -0.9701577 -0.9344443 -0.91681433 -0.99637002 -0.97770529 -0.92092867 -0.96014065 -0.9618153 -0.95915875 -0.96048355 -0.92211682 -0.94756502 -0.97015685 -0.95255402 -0.95886599 -0.91726348 -0.91726348 -0.95364145 -0.93191645 -0.95406174 -0.97159889 -0.93532203 -0.91554955 -0.95942817 -0.96329083 -0.95843676 -0.96316395 -0.92274139 -0.95555073 -0.92312755 -0.94586833 -0.94538809 -0.95779963
"SITTING" 29 0.2775001 -0.010909718 -0.097624059 0.9765435 -0.062786145 -0.052260544 0.077189927 0.0021734031 0.0019638634 -0.018271619 -0.074945111 0.071547981 -0.11101324 -0.054364689 -0.032398096 -0.98793512 -0.98793512 -0.99133407 -0.96940132 -0.99116901 -0.99411971 -0.9800725 -0.9894748 0.064839941 0.16522711 0.22276706 -0.99211649 -0.98238357 -0.99037556 0.16471484 -0.03197625 0.077316242 -0.97260552 -0.97438254 -0.96574692 -0.12871678 -0.24210048 -0.010287346 -0.99068515 0.43239487 -0.98728746 0.2217178 -0.9756356 -0.24087551 -0.99019168 0.11199658 -0.995518 -0.97985368 -0.98914441 -0.99855944 -0.98589165 -0.98483122 -0.99201702 -0.98215033 -0.99191267 -0.9770025 -0.97245684 -0.96654558 -0.98931816 -0.99075907 -0.98821093 -0.99077992 -0.99077992 -0.98902783 -0.96908861 -0.99058327 -0.99620313 -0.97989622 -0.98887242 -0.99259494 -0.98311011 -0.99198235 -0.97833289 -0.97139392 -0.96970694 -0.99129269 -0.99013142 -0.96981159 -0.99142758
"SITTING" 30 0.27898715 -0.018720877 -0.088583384 0.9740292 -0.051384435 -0.08193811 0.07117857 0.01570999 0.0012084769 -0.029899786 -0.082454779 0.08744756 -0.10741964 -0.040830749 -0.066157372 -0.96714411 -0.96714411 -0.97851472 -0.96748785 -0.98239234 -0.985041 -0.96278725 -0.9631889 -0.005901611 -0.10769793 -0.14291735 -0.98244782 -0.9708057 -0.97340752 -0.038526661 -0.17806556 -0.006700911 -0.97820261 -0.96123089 -0.96638762 0.017574356 -0.4525746 0.014689565 -0.9751606 0.016778733 -0.97726602 0.066658776 -0.9634274 -0.15626608 -0.97566422 0.055722089 -0.98870441 -0.95905423 -0.94967091 -0.9982715 -0.98876171 -0.96583137 -0.98234117 -0.97084538 -0.97839455 -0.98356143 -0.95722363 -0.96654312 -0.98298423 -0.97690291 -0.98332371 -0.97131945 -0.97131945 -0.97828541 -0.95962665 -0.97598226 -0.99052328 -0.95862115 -0.94536862 -0.9837953 -0.97299246 -0.98239298 -0.98521948 -0.95508423 -0.96947781 -0.97238315 -0.97831523 -0.96367617 -0.97761229
"STANDING" 1 0.28656324 -0.022096347 -0.11576064 0.80650111 0.25363183 0.38608526 0.094737186 0.0094785795 -0.038014966 -0.030709237 -0.11663777 0.11310394 -0.10066206 -0.07758872 -0.015515603 -0.97926177 -0.97926177 -0.98208172 -0.96524363 -0.98349272 -0.97221154 -0.94686402 -0.93887692 -0.207126 -0.12531968 0.28737164 -0.9772631 -0.9569052 -0.95335532 -0.31116126 -0.44697704 -0.25719681 -0.97635622 -0.91023702 -0.91727709 0.24279475 -0.37318822 -0.23709043 -0.92910883 -0.2105313 -0.9386357 -0.2226762 -0.88036639 -0.33972861 -0.95706227 -0.64697708 -0.97794737 -0.95088228 -0.94786968 -0.99232222 -0.99503396 -0.98877026 -0.97758548 -0.95857878 -0.95894099 -0.98604414 -0.90498202 -0.91890222 -0.97590177 -0.96290362 -0.96504139 -0.93016572 -0.93016572 -0.93563896 -0.85151714 -0.94556438 -0.98064232 -0.95523382 -0.95775734 -0.9800092 -0.96387556 -0.96312008 -0.9896599 -0.90242135 -0.92668553 -0.94053062 -0.93052978 -0.85796848 -0.93619764
"STANDING" 2 0.27713833 -0.01733339 -0.11047491 0.9649701 0.054370003 -0.098316984 0.076713534 -0.0014112076 -0.023039578 -0.029630012 -0.060928069 0.084547079 -0.10443597 0.02026594 -0.073411678 -0.98643688 -0.98643688 -0.98899235 -0.98043955 -0.98793556 -0.99245167 -0.98352303 -0.97502167 -0.01623278 0.60442195 0.17655714 -0.99113269 -0.98057678 -0.98511924 0.30401074 0.28601589 0.075218731 -0.98892472 -0.94687996 -0.98840274 0.1268559 0.40200795 0.7698101 -0.9853861 0.3140933 -0.98986262 0.11175115 -0.9371147 0.37756854 -0.97836489 -0.3305998 -0.99431495 -0.98925205 -0.96918991 -0.99898414 -0.99815037 -0.98724748 -0.99127445 -0.98151813 -0.98934567 -0.99251231 -0.95560981 -0.99306496 -0.99456281 -0.97855941 -0.99158596 -0.98709262 -0.98709262 -0.98972098 -0.94729522 -0.97651064 -0.99524191 -0.99285055 -0.96726282 -0.99222802 -0.98416489 -0.99295045 -0.99369535 -0.96222989 -0.99612006 -0.98934838 -0.98784793 -0.96653138 -0.97533764
"STANDING" 3 0.27850344 -0.01828716 -0.11087883 0.88307063 0.26903204 0.19422227 0.073553634 0.02459236 0.0083743187 -0.027673077 -0.07649483 0.0846698 -0.098367069 -0.043742 -0.062015437 -0.99269974 -0.99269974 -0.98950101 -0.99467016 -0.99639979 -0.99358792 -0.98645513 -0.98383329 0.039541287 0.31836472 0.27649408 -0.99130753 -0.98892718 -0.98515327 0.30714495 -0.17276962 -0.059352117 -0.99686932 -0.99355588 -0.98854869 -0.08634567 -0.034629662 0.20961547 -0.99036927 0.42818075 -0.99245639 0.60797846 -0.99491699 0.29232314 -0.99614724 0.47944173 -0.99533746 -0.98882482 -0.98453995 -0.99693253 -0.99507658 -0.99448953 -0.99134422 -0.98912121 -0.98786636 -0.99751218 -0.99395682 -0.99009482 -0.99832034 -0.99504154 -0.99413297 -0.99216187 -0.99216187 -0.9935045 -0.99463278 -0.99644284 -0.99624397 -0.98985123 -0.98535868 -0.9921534 -0.99016149 -0.98928238 -0.99766962 -0.99418996 -0.9914987 -0.99392547 -0.99398718 -0.99517699 -0.99679792
"STANDING" 4 0.28183863 -0.020046091 -0.11531418 0.63333008 0.49065141 0.38778929 0.078407951 0.015369147 0.00053973047 -0.025343211 -0.072575649 0.073302276 -0.098731212 -0.032471893 -0.054833122 -0.98637138 -0.98637138 -0.98621291 -0.98836995 -0.99281179 -0.99340553 -0.97308398 -0.98246157 -0.094526127 0.19337222 0.19651023 -0.99320443 -0.9742208 -0.98360467 0.083874967 -0.28872447 0.015241189 -0.99389835 -0.98385847 -0.98911204 0.015532 -0.091953593 0.33231363 -0.98594227 0.2777916 -0.9822397 -0.068841635 -0.98634203 0.17682199 -0.98840141 0.25975111 -0.99343895 -0.97406971 -0.98228356 -0.99207156 -0.99511828 -0.98711215 -0.99257881 -0.97203698 -0.98572049 -0.99428312 -0.98401373 -0.99171071 -0.99449483 -0.98981032 -0.98840114 -0.98711121 -0.98711121 -0.98217833 -0.98593753 -0.98878477 -0.99332169 -0.97515949 -0.98267258 -0.99246809 -0.9713152 -0.98634661 -0.99433523 -0.9841307 -0.99351792 -0.98893567 -0.98059266 -0.98790574 -0.98975117
"STANDING" 5 0.27889056 -0.018814795 -0.11175222 0.9705244 0.06467219 -0.0012928613 0.076895211 0.0097150346 0.0073526666 -0.045128171 -0.057897793 0.039311594 -0.086102951 -0.039108079 -0.028927806 -0.97912111 -0.97912111 -0.99131266 -0.96266408 -0.9946795 -0.99634337 -0.97845199 -0.97806381 0.0022239481 -0.33618017 0.086903947 -0.99573372 -0.98846372 -0.98422271 0.13585173 0.017204029 0.071577528 -0.98139531 -0.9841161 -0.96116054 -0.084846855 -0.55721676 -0.23541494 -0.98137753 -0.11181608 -0.98869926 0.21947154 -0.97152076 -0.30798993 -0.9935904 0.43848141 -0.99650806 -0.95973926 -0.96505244 -0.99662364 -0.96397895 -0.98082659 -0.99518779 -0.989997 -0.98578982 -0.9806402 -0.97675354 -0.9509315 -0.99615966 -0.99252677 -0.99450603 -0.97608461 -0.97608461 -0.98926716 -0.95762081 -0.99402073 -0.99649388 -0.95345922 -0.95994942 -0.99492978 -0.99304971 -0.98578196 -0.98053814 -0.97307013 -0.95215048 -0.97563855 -0.9887042 -0.95621737 -0.99456649
"STANDING" 6 0.27715348 -0.016434366 -0.11055909 0.96120221 -0.020047317 0.16539856 0.075682824 0.0031950672 0.005475644 -0.028435162 -0.075412166 0.091994539 -0.098517431 -0.038277453 -0.055804033 -0.98892774 -0.98892774 -0.99163877 -0.99046282 -0.99751351 -0.99555353 -0.98283932 -0.98571726 0.010733815 -0.055607794 0.17467028 -0.99437669 -0.98801433 -0.98783004 0.33140733 0.10834658 0.12601032 -0.99770035 -0.99124519 -0.98940136 0.28604613 -0.51410463 -0.14770279 -0.98993826 0.33085998 -0.9914822 0.64863353 -0.99371158 -0.10437812 -0.99729394 0.28285089 -0.99647323 -0.97873485 -0.98104262 -0.99847502 -0.98822126 -0.99112565 -0.99437411 -0.98907412 -0.98875806 -0.99856515 -0.98654302 -0.98863186 -0.99765583 -0.99685369 -0.99445574 -0.99083779 -0.99083779 -0.99250842 -0.99064732 -0.99717935 -0.99689749 -0.97692186 -0.97880697 -0.99486316 -0.99140451 -0.98807176 -0.99887042 -0.9841195 -0.98923606 -0.99196913 -0.99287706 -0.98996859 -0.99679786
